sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,num_statements,statement_spans,notes,english,amr,len_amr
1779,anarchismus,Anarchismus ist eine politische Idee.,26_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Anarchismus 1:=ist 2:=eine 3:=politische 4:=Idee.,2,"[[0,1],[3]]",,Anarchism is a political idea.,(ii / idea :mod (p / politics) :domain (a / anarchy)),1
1780,anarchismus,Es soll kein Mensch über einen anderen bestimmen.,27_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Es 1:=soll 2:=kein 3:=Mensch 4:=über 5:=einen 6:=anderen 7:=bestimmen.,1,,,No one person should rule over another.,(r / recommend-01 :ARG1 (r2 / rule-01 :ARG0 (n / no-one) :ARG1 (a / another))),1
1781,anarchismus,Und es darf keine Hierarchie geben.,28_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=es 2:=darf 3:=keine 4:=Hierarchie 5:=geben.,1,,,And there can be no hierarchy.,(a / and :op2 (p / possible-01 :polarity - :ARG1 (h / hierarchy))),1
1782,anarchismus,Keinen Menschen darf man zu etwas zwingen.,29_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Keinen 1:=Menschen 2:=darf 3:=man 4:=zu 5:=etwas 6:=zwingen.,1,,,No one should be forced to do anything.,(r / recommend-01 :ARG1 (f / force-01 :ARG1 (n / no-one) :ARG2 (d / do-02 :ARG0 n :ARG1 (a / anything)))),1
1783,anarchismus,Dadurch soll es keine Unterdrückung geben.,30_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Dadurch 1:=soll 2:=es 3:=keine 4:=Unterdrückung 5:=geben.,1,,,This means there should be no oppression.,(m / mean-01 :ARG1 (t / this) :ARG2 (r / recommend-01 :ARG1 (o / oppress-01 :polarity -))),1
1784,anarchismus,Im Anarchismus sind diese Sachen für die Menschen besonders wichtig: • Freiheit,31_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=sind 3:=diese 4:=Sachen 5:=für 6:=die 7:=Menschen 8:=besonders 9:=wichtig: 10:=• 11:=Freiheit,4,"[[0,1,2,3,4,9],[5,6,7,9],[8,9],[11]]",,"In anarchism, these things are particularly important for people: • Freedom",(ii / important-01 :ARG1 (t / thing :mod (t2 / this) :example (f / free-04)) :ARG2 (p / person) :mod (p2 / particular) :topic (a / anarchist)),1
1785,anarchismus,Im Anarchismus sind diese Sachen für die Menschen besonders wichtig: • Selbstbestimmung,32_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=sind 3:=diese 4:=Sachen 5:=für 6:=die 7:=Menschen 8:=besonders 9:=wichtig: 10:=• 11:=Selbstbestimmung,4,"[[0,1,2,3,4,9],[5,6,7,9],[8,9],[11]]",,In anarchism these things are particularly important for people: • Self-determination,(ii / important-01 :ARG1 (t / thing :mod (t2 / this) :ARG1-of (m / mean-01 :ARG2 (d / decide-01 :ARG0 (p / person) :ARG1 (s / self)))) :ARG2 p :mod (p2 / particular) :location (a / anarchist)),1
1786,anarchismus,Im Anarchismus sind diese Sachen für die Menschen besonders wichtig: • Gleichberechtigung,33_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=sind 3:=diese 4:=Sachen 5:=für 6:=die 7:=Menschen 8:=besonders 9:=wichtig: 10:=• 11:=Gleichberechtigung,4,"[[0,1,2,3,4,9],[5,6,7,9],[8,9],[11]]",,In anarchism these things are particularly important for people: • Equality,(ii / important-01 :ARG1 (t / thing :mod (t2 / this) :ARG1-of (m / mean-01 :ARG2 (e / equal-01))) :ARG2 (p / person) :mod (p2 / particular) :location (a / anarchist)),1
1787,anarchismus,Im Anarchismus sind diese Sachen für die Menschen besonders wichtig: • Selbstverwirklichung,34_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=sind 3:=diese 4:=Sachen 5:=für 6:=die 7:=Menschen 8:=besonders 9:=wichtig: 10:=• 11:=Selbstverwirklichung,4,"[[0,1,2,3,4,9],[5,6,7,9],[8,9],[11]]",,In anarchism these things are particularly important for people: • Self-realization,(ii / important-01 :ARG1 (t / thing :mod (t2 / this) :example (r / realize-01 :ARG0 (p / person) :ARG1 p)) :ARG2 p :mod (p2 / particular) :location (a / anarchist)),1
1788,anarchismus,Im Anarchismus sind diese Sachen für die Menschen besonders wichtig: • selber Sachen zu machen und zu kontrollieren,35_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=sind 3:=diese 4:=Sachen 5:=für 6:=die 7:=Menschen 8:=besonders 9:=wichtig: 10:=• 11:=selber 12:=Sachen 13:=zu 14:=machen 15:=und 16:=zu 17:=kontrollieren,5,"[[0,1,2,3,4,9],[5,6,7,9],[8,9],[11,12,13,14],[11,12,16,17]]",,In anarchism these things are particularly important for people: • to make and control things themselves,(ii / important-01 :ARG1 (t / thing :mod (t2 / this) :example (a / and :op1 (m / make-01 :ARG0 (p / person) :ARG1 (t3 / thing)) :op2 (c / control-01 :ARG0 p :ARG1 t3))) :ARG2 p :mod (p2 / particular) :location (a2 / anarchist)),1
1789,anarchismus,Im Anarchismus sind diese Sachen für die Menschen besonders wichtig: • Gewaltlosigkeit,36_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=sind 3:=diese 4:=Sachen 5:=für 6:=die 7:=Menschen 8:=besonders 9:=wichtig: 10:=• 11:=Gewaltlosigkeit,4,"[[0,1,2,3,4,9],[5,6,7,9],[8,9],[11]]",,In anarchism these things are particularly important for people: • Non-violence,(ii / important-01 :ARG1 (t / thing :mod (t2 / this) :ARG1-of (m / mean-01 :ARG2 (v / violence :polarity -))) :ARG2 (p / person) :mod (p2 / particular) :location (a / anarchist)),1
1790,anarchismus,Im Anarchismus sind diese Sachen für die Menschen besonders wichtig: • einzelne Menschen sollen keine Macht haben,37_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=sind 3:=diese 4:=Sachen 5:=für 6:=die 7:=Menschen 8:=besonders 9:=wichtig: 10:=• 11:=einzelne 12:=Menschen 13:=sollen 14:=keine 15:=Macht 16:=haben,4,"[[0,1,2,3,4,9],[5,6,7,9],[8,9],[11,12,13,14,15,16]]",,"In anarchism, these things are particularly important for people: • Individual people should have no power",(ii / important-01 :ARG1 (t / thing :mod (t2 / this)) :ARG2 (p / person) :mod (p2 / particular) :topic (a / anarchist) :ARG1-of (m / mean-01 :ARG2 (r / recommend-01 :ARG1 (p3 / power-01 :polarity - :ARG1 (p4 / person :mod (ii2 / individual)))))),1
1791,anarchismus,Im Anarchismus gibt es viele Gruppen und Gemeinschaften.,38_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Anarchismus 2:=gibt 3:=es 4:=viele 5:=Gruppen 6:=und 7:=Gemeinschaften.,2,"[[5,],[6]]",,There are many groups and communities in anarchism.,(a / and :op1 (g / group) :op2 (c / community) :quant (m / many) :location (a2 / anarchist)),1
1792,anarchismus,Sehr oft haben sie ihre eigenen Zeichen.,39_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Sehr 1:=oft 2:=haben 3:=sie 4:=ihre 5:=eigenen 6:=Zeichen.,1,,,Very often they have their own signs.,(h / have-03 :ARG0 (t / they) :ARG1 (s / sign :poss t) :frequency (o / often :degree (v / very))),1
1794,anarchismus,Eine Idee wie Menschen zusammen-leben können.,1_short,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Eine 1:=Idee 2:=wie 3:=Menschen 4:=zusammen-leben 5:=können.,0,,,An idea of ​​how people can live together.,(ii / idea :topic (t / thing :manner-of (p / possible-01 :ARG1 (l / live-01 :ARG0 (p2 / person) :mod (t2 / together))))),1
1795,anarchismus,Beim Anarchismus gibt es keine großen Chefs.,2_short,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Beim 1:=Anarchismus 2:=gibt 3:=es 4:=keine 5:=großen 6:=Chefs.,2,"[[0,1,2,3,4],[,5]]",,In anarchism there are no big bosses.,(b / boss :polarity - :mod (b2 / big) :location (a / anarchist)),1
1796,anarchismus,"Das heißt,  es gibt keine Chefs die etwas bestimmen.",3_short,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Das 1:=heißt, 2:=\newline 3:=es 4:=gibt 5:=keine 6:=Chefs 7:=die 8:=etwas 9:=bestimmen.",2,"[[3,4,5],[7,8,9]",,That means there are no bosses who decide anything.,(m / mean-01 :ARG1 (t / that) :ARG2 (p / person :polarity - :ARG0-of (h / have-org-role-91 :ARG2 (b / boss)) :ARG0-of (d / decide-01 :ARG1 (a / anything)))),1
1797,anarchismus,Niemand hat alleine das Sagen.,4_short,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Niemand 1:=hat 2:=alleine 3:=das 4:=Sagen.,1,,,Nobody is in charge alone.,(c / charge-05 :ARG1 (n / nobody) :mod (a / alone)),1
1798,anarchismus,Alle Menschen bestimmen beim Anarchismus mit.,5_short,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Alle 1:=Menschen 2:=bestimmen 3:=beim 4:=Anarchismus 5:=mit.,1,,,All people have a say in anarchism.,(h / have-03 :ARG0 (p / person :mod (a / all)) :ARG1 (s / say-01 :topic (a2 / anarchist))),1
1799,anerkennen,Das Gegenteil von anerkennen ist:   aberkennen    Das Wort anerkennen ist ein Verb.,0_long,Ohne_Kategorie,2012-08-13T14:13:08Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Das 1:=Gegenteil 2:=von 3:=anerkennen 4:=ist: 5:= 6:=\newline 7:=aberkennen 8:=\newline 9:= 10:=\newline 11:=Das 12:=Wort 13:=anerkennen 14:=ist 15:=ein 16:=Verb.,0,,,The opposite of acknowledge is: deny. The word acknowledge is a verb.,(m / multi-sentence :snt1 (o / opposite-01 :ARG1 (a / acknowledge-01) :ARG2 (d / deny-01)) :snt2 (v / verb :domain (w / word :ARG1-of (a2 / acknowledge-01)))),1
1800,anerkennen,Beim anerkennen gibt man seine Zustimmung zu etwas.,0_short,Ohne_Kategorie,2012-08-13T14:13:08Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Beim 1:=anerkennen 2:=gibt 3:=man 4:=seine 5:=Zustimmung 6:=zu 7:=etwas.,1,,,"When you acknowledge, you give your consent to something.",(c / consent-01 :ARG0 (y / you) :ARG1 (s / something) :time (a / acknowledge-01 :ARG0 y)),1
1801,angela-merkel,Angela Merkel wurde am 17. Juli 1954 in Hamburg geboren.,0_long,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Angela 1:=Merkel 2:=wurde 3:=am 4:=17. 5:=Juli 6:=1954 7:=in 8:=Hamburg 9:=geboren.,2,"[[3,4,5,6],[7,8]]",,"Angela Merkel was born on July 17, 1954 in Hamburg.","(b / bear-02 :ARG1 (p / person :name (n / name :op1 ""Angela"" :op2 ""Merkel"")) :time (d / date-entity :year 1954 :month 7 :day 17) :location (c / city :name (n2 / name :op1 ""Hamburg"")))",1
1802,angela-merkel,Ihr Mädchenname ist damals Kasner gewesen  Ihr ganzer Name ist Angela Dorothea Merkel.,1_long,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Ihr 1:=Mädchenname 2:=ist 3:=damals 4:=Kasner 5:=gewesen 6:=\newline 7:=Ihr 8:=ganzer 9:=Name 10:=ist 11:=Angela 12:=Dorothea 13:=Merkel.,0,,,Her maiden name back then was Kasner. Her full name is Angela Dorothea Merkel.,"(m / multi-sentence :snt1 (n / name :op1 ""Kasner"") :domain (n2 / name :poss (s / she) :mod (m2 / maiden) :time (t / then :mod (b / back))) :snt2 (n3 / name :op1 (s2 / she) :ARG2-of (n4 / name-01 :ARG1 s2 :ARG1-of (f / full-09)) :domain (p / person :name (n5 / name :op1 ""Angela"" :op2 ""Dothea"" :op3 ""Merkel""))))",1
1803,angela-merkel,Im Jahr 1990 ist Angela Merkel Mitglied im Deutschen Bundestag geworden.,2_long,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Im 1:=Jahr 2:=1990 3:=ist 4:=Angela 5:=Merkel 6:=Mitglied 7:=im 8:=Deutschen 9:=Bundestag 10:=geworden.,3,"[[0,1,2,3,6,10],[3,4,5,6,10],[6,7,8,9]",,"In 1990, Angela Merkel became a member of the German Bundestag.","(b / become-01 :ARG1 (p / person :name (n / name :op1 ""Angela"" :op2 ""Merkel"")) :ARG2 (m / member :ARG2-of (h / have-org-role-91 :ARG0 p :ARG1 (g / government-organization :name (n2 / name :op1 ""German"" :op2 ""Bundestag"")))) :time (d / date-entity :year 1990))",1
1804,angela-merkel,Und sie ist gleichzeitig Mitglied bei der Partei CDU geworden.,3_long,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Und 1:=sie 2:=ist 3:=gleichzeitig 4:=Mitglied 5:=bei 6:=der 7:=Partei 8:=CDU 9:=geworden.,3,"[[0,1,2,4,5,7],[7,8],[2,3,4,9]]",,And at the same time she became a member of the CDU party.,"(a / and :op2 (b / become-01 :ARG1 (s / she) :ARG2 (m / member :ARG2-of (h / have-org-role-91 :ARG0 s :ARG1 (p / political-party :name (n / name :op1 ""CDU"")))) :time (t / time :ARG1-of (s2 / same-01))))",1
1805,angela-merkel,Angela Merkel war 18 Jahre lang die Chefin von der CDU.  Vom Jahr 2000 bis zum Jahr 2018.  Angela Merkel war 16 Jahre lang Bundes-kanzlerin.,4_long,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Angela 1:=Merkel 2:=war 3:=18 4:=Jahre 5:=lang 6:=die 7:=Chefin 8:=von 9:=der 10:=CDU. 11:=\newline 12:=Vom 13:=Jahr 14:=2000 15:=bis 16:=zum 17:=Jahr 18:=2018. 19:=\newline 20:=Angela 21:=Merkel 22:=war 23:=16 24:=Jahre 25:=lang 26:=Bundes-kanzlerin.,0,,,Angela Merkel was the leader of the CDU for 18 years. From 2000 to 2018. Angela Merkel was Chancellor for 16 years.,"(m / multi-sentence :snt1 (l / lead-02 :ARG0 (p / person :name (n / name :op1 ""Angela"" :op2 ""Merkel"")) :ARG1 (p2 / political-party :name (n2 / name :op1 ""CDU"")) :duration (t / temporal-quantity :quant 18 :unit (y / year))) :snt2 (c / chancellor :duration (t2 / temporal-quantity :quant 16 :unit (y2 / year)) :domain p :name (n3 / name :op1 ""Angela"" :op2 ""Merkel"")))",1
1806,angela-merkel,Vom Jahr 2005 bis zum Jahr 2021.    Angela Merkel ist 165 Zentimeter groß.,5_long,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Vom 1:=Jahr 2:=2005 3:=bis 4:=zum 5:=Jahr 6:=2021. 7:=\newline 8:= 9:=\newline 10:=Angela 11:=Merkel 12:=ist 13:=165 14:=Zentimeter 15:=groß.,0,,,From the year 2005 to the year 2021. Angela Merkel is 165 centimeters tall.,"(t / tall :quant (d / distance-quantity :quant 165 :unit (c / centimeter)) :domain (p / person :name (n / name :op1 ""Angela"" :op2 ""Merkel"")) :time (d2 / date-interval :op1 (d3 / date-entity :year 2005) :op2 (d4 / date-entity :year 2021)))",1
1807,angela-merkel,Ihre Haar-farbe ist braun.,6_long,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Ihre 1:=Haar-farbe 2:=ist 3:=braun.,1,,,Her hair color is brown.,(c / color-01 :ARG1 (h / hair :part-of (s / she)) :ARG2 (b / brown)),1
1808,angela-merkel,Angela Merkel ist eine Politikerin.,0_short,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Angela 1:=Merkel 2:=ist 3:=eine 4:=Politikerin.,1,,,Angela Merkel is a politician.,"(p / politician :domain (p2 / person :name (n / name :op1 ""Angela"" :op2 ""Merkel"")))",1
1809,angela-merkel,Sie ist in der Partei CDU.    Angela Merkel war Bundeskanzlerin von Deutschland.,1_short,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Sie 1:=ist 2:=in 3:=der 4:=Partei 5:=CDU. 6:= 7:= 8:=\newline 9:=Angela 10:=Merkel 11:=war 12:=Bundeskanzlerin 13:=von 14:=Deutschland.,0,,,She is in the CDU party. Angela Merkel was Chancellor of Germany.,"(m / multi-sentence :snt1 (s / she :ARG0-of (h / have-org-role-91 :ARG1 (p / political-party :name (n / name :op1 ""CDU"")))) :snt2 (h2 / have-org-role-91 :ARG0 (p2 / person :name (n2 / name :op1 ""Angela"" :op2 ""Merkel"")) :ARG1 (c / country :name (n3 / name :op1 ""Germany"")) :ARG2 (c2 / chancellor)))",1
1810,angela-merkel,Vom 22. November 2005 bis zum 8. Dezember 2021.,2_short,Personen|Politik|Hurraki:Überarbeiten,2008-02-02T10:48:33Z,e3afed0047b08059d0fada10f400c1e5,0:=Vom 1:=22. 2:=November 3:=2005 4:=bis 5:=zum 6:=8. 7:=Dezember 8:=2021.,0,,,"From November 22, 2005 to December 8, 2021.",(d / date-interval :op1 (d2 / date-entity :year 2005 :month 11 :day 22) :op2 (d3 / date-entity :year 2021 :month 12 :day 8)),1
1811,angeln,Fische kann man mit einer Angel fangen.,0_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Fische 1:=kann 2:=man 3:=mit 4:=einer 5:=Angel 6:=fangen.,2,"[[0,1,2,6],[3,5]]",,You can catch fish with a fishing rod.,(p / possible-01 :ARG1 (c / catch-03 :ARG0 (y / you) :ARG1 (f / fish) :instrument (r / rod :instrument-of (f2 / fish-01)))),1
1812,angeln,Eine Angel ist eine Schnur mit einem haken.,1_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Eine 1:=Angel 2:=ist 3:=eine 4:=Schnur 5:=mit 6:=einem 7:=haken.,2,"[[1,2],[5,7]]",,A fishing rod is a line with a hook.,(l / line :ARG0-of (h / hook-01) :domain (r / rod :purpose (f / fish-01))),1
1813,angeln,Man braucht auch einen Köder.,2_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Man 1:=braucht 2:=auch 3:=einen 4:=Köder.,1,,,You also need bait.,(n / need-01 :ARG0 (y / you) :ARG1 (b / bait) :mod (a / also)),1
1814,angeln,Der kommt an den Haken.,3_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Der 1:=kommt 2:=an 3:=den 4:=Haken.,1,,,He's on the hook.,(h / hook-01 :ARG1 (h2 / he)),1
1815,angeln,Damit lockt man die Fische an.,4_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Damit 1:=lockt 2:=man 3:=die 4:=Fische 5:=an.,1,,,This attracts the fish.,(a / attract-01 :ARG0 (t / this) :ARG1 (f / fish)),1
1816,angeln,Es gibt verschiedene Arten zu angeln.,5_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Es 1:=gibt 2:=verschiedene 3:=Arten 4:=zu 5:=angeln.,1,,,There are different ways to fish.,(w / way :manner-of (f / fish-01) :ARG1-of (d / differ-02)),1
1817,angeln,Zum Beispiel: • Schlepp-angeln,6_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Zum 1:=Beispiel: 2:=• 3:=Schlepp-angeln,0,,,For example: • Trolling,(e / exemplify-01 :ARG0 (t / troll-01)),1
1818,angeln,Zum Beispiel: • Fliegen-angeln,7_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Zum 1:=Beispiel: 2:=• 3:=Fliegen-angeln,0,,,For example: • Fly fishing,(e / exemplify-01 :ARG0 (f / fish-01 :ARG1 (f2 / fly-01))),1
1819,angeln,Zum Beispiel: • Grund-angeln,8_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Zum 1:=Beispiel: 2:=• 3:=Grund-angeln,0,,,For example: • Bottom fishing,(e / exemplify-01 :ARG0 (f / fish-01 :location (b / bottom))),1
1820,angeln,Zum Beispiel: • Meeres-angeln,9_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Zum 1:=Beispiel: 2:=• 3:=Meeres-angeln,0,,,For example: • Sea fishing,(e / exemplify-01 :ARG0 (f / fish-01 :ARG1 (s / sea))),1
1821,angeln,Angeln heißt:  Fische mit einer Angel-rute fangen.,0_short,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Angeln 1:=heißt: 2:=\newline 3:=Fische 4:=mit 5:=einer 6:=Angel-rute 7:=fangen.,2,"[[0,1,3,7],[4,6]]",,Fishing means: catching fish with a fishing rod.,(m / mean-01 :ARG1 (f / fish-01) :ARG2 (c / catch-01 :ARG1 (f2 / fish-01) :instrument (r / rod :instrument-of (f3 / fish-01)))),1
1822,angemessen,Beispiel:  Der Preis für die Schuhe ist in Ordnung.,0_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-11-03T09:54:28Z,201e0effb656cbd3bfbc17b944eb536e,0:=Beispiel: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Schuhe 7:=ist 8:=in 9:=Ordnung.,2,"[[4,6],[7,8,9]]",,Example: The price of the shoes is okay.,(e / exemplify-01 :ARG0 (o / okay-04 :ARG1 (t / thing :ARG2-of (p / price-01 :ARG1 (s / shoe))))),1
1823,angemessen,Oder:  Der Preis für die Schuhe ist angemessen.,1_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-11-03T09:54:28Z,201e0effb656cbd3bfbc17b944eb536e,0:=Oder: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Schuhe 7:=ist 8:=angemessen.,2,"[[4,6],[7,8]]",,Or: The price for the shoes is reasonable.,(o / or :op2 (r / reasonable-02 :ARG1 (t / thing :ARG2-of (p / price-01 :ARG1 (s / shoe))))),1
1825,anglizismus,Angle-zismus sind Wörter.,0_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Angle-zismus 1:=sind 2:=Wörter.,1,,,Anglecism are words.,(w / word-01 :ARG1 (a / abuse-01)),1
1826,anglizismus,Die Wörter kommen aus der englischen Sprache.,1_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Die 1:=Wörter 2:=kommen 3:=aus 4:=der 5:=englischen 6:=Sprache.,1,,,The words come from the English language.,"(c / come-03 :ARG1 (w / word) :ARG2 (l / language :name (n / name :op1 ""English"")))",1
1827,anglizismus,Sie haben die gleiche Bedeutung.,2_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Sie 1:=haben 2:=die 3:=gleiche 4:=Bedeutung.,1,,,They have the same meaning.,(m / mean-01 :ARG1 (t / they) :ARG1-of (s / same-01)),1
1828,anglizismus,Genau wie die englischen Wörter.,3_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Genau 1:=wie 2:=die 3:=englischen 4:=Wörter.,1,,,Just like the English words.,"(r / resemble-01 :ARG2 (w / word :mod (l / language :name (n / name :op1 ""English""))) :mod (j / just))",1
1829,anglizismus,Angle-zismus ist eine Entlehnung.,4_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Angle-zismus 1:=ist 2:=eine 3:=Entlehnung.,1,,,Anglecism is a borrowing.,"(b / borrow-01 :domain (e / economic-movement :name (n / name :op1 ""Anglecism"")))",1
1830,anglizismus,Wenn es viel Angli-zismus gibt sagt man dazu Denglisch.,5_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Wenn 1:=es 2:=viel 3:=Angli-zismus 4:=gibt 5:=sagt 6:=man 7:=dazu 8:=Denglisch.,2,"[[0,1,2,3,4],[5,6,7,8]]",,"If there is a lot of Anglicism, it is called Denglish.","(c / call-01 :ARG1 (ii / it) :ARG2 (n / name :op1 ""Denglish"") :condition (r / religious-group :name (n2 / name :op1 ""Anglicism"") :quant (l / lot)))",1
1831,anglizismus,Beim Anglizismus nimmt man englische Wörter.,0_short,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Beim 1:=Anglizismus 2:=nimmt 3:=man 4:=englische 5:=Wörter.,1,,,With Anglicism you take English words.,"(t / take-01 :ARG0 (y / you) :ARG1 (w / word :mod (l / language :name (n / name :op1 ""English""))) :ARG1-of (c / cause-01 :ARG0 (r / religious-group :name (n2 / name :op1 ""Anglicism""))))",1
