,sent-id,amr_length
1873,27118,1
1874,27119,1
1875,27120,1
1876,27121,1
1877,27122,1
1878,27123,2
1879,27124,1
1880,27125,1
1881,27126,1
1882,27127,1
1883,27128,1
1884,27129,1
1885,27130,1
1886,27131,1
1887,27132,1
1888,27133,1
1889,27137,1
1890,27138,1
1891,27139,1
1892,27142,1
1893,27143,1
1894,27144,1
1895,27145,1
1896,27146,1
1897,27147,1
1898,27148,1
1899,27149,1
1900,27150,1
1901,27151,1
1902,27152,1
1903,27153,1
1904,27154,1
1905,27155,1
1906,27156,1
1907,27157,1
1908,27158,1
1909,27159,1
1910,27160,1
1911,27161,1
1912,27162,1
1913,27164,1
1914,27165,1
1915,27171,1
1916,27172,1
1917,27173,1
1918,27174,1
1919,27175,1
1920,27176,1
1921,27177,1
1922,27178,1
1923,27179,1
1924,27180,1
1925,27181,1
1926,27182,1
1927,27183,1
1928,27184,1
1929,27185,1
1930,27187,1
1931,27188,1
1932,27189,1
1933,27190,1
1934,27191,1
1935,27192,1
1936,27193,1
1937,27194,1
1938,27195,1
1939,27196,1
1940,27197,1
1941,27198,1
1942,27199,1
1943,27200,1
1944,27201,1
1945,27202,1
1946,27203,1
1947,27204,1
1948,27205,1
1949,27206,1
1950,27207,1
1951,27208,1
1952,27209,1
1953,27210,1
1954,27211,1
1955,27212,1
1956,27213,1
1957,27214,1
1958,27215,1
1959,27216,1
1960,27217,1
1961,27218,1
1962,27222,1
1963,27223,1
1964,27224,1
1965,27225,1
1966,27226,1
1967,27227,1
1968,27229,1
1969,27230,1
1970,27231,1
1971,27232,1
1972,27233,1
1973,27234,1
1974,27235,1
1975,27236,1
1976,27237,1
1977,27238,1
1978,27239,1
1979,27240,1
1980,27241,1
1981,27242,1
1982,27243,1
1983,27244,1
1984,27245,1
1985,27246,1
1986,27247,1
1987,27248,1
1988,27249,1
1989,27250,1
1990,27251,1
1991,27252,1
1992,27253,1
1993,27254,1
1994,27255,1
1995,27256,1
1996,27257,1
1997,27258,1
1998,27259,1
1999,27260,1
2000,27261,1
2001,27262,1
2002,27263,1
2003,27264,1
2004,27265,1
2005,27266,1
2006,27267,1
2007,27268,1
2008,27269,1
2009,27270,1
2010,27271,1
2011,27272,1
2012,27273,1
2013,27274,1
2014,27275,1
2015,27276,1
2016,27277,1
2017,27278,1
2018,27279,1
2019,27280,1
2020,27281,1
2021,27282,1
2022,27283,1
2023,27284,1
2024,27285,1
2025,27286,1
2026,27287,1
2027,27288,1
2028,27289,1
2029,27290,1
2030,27291,1
2031,27292,1
2032,27293,1
2033,27294,1
2034,27295,1
2035,27297,1
2036,27298,1
2037,27299,1
2038,27300,1
2039,27301,1
2040,27302,1
2041,27303,1
2042,27304,1
2043,27305,1
2044,27306,1
2045,27307,1
2046,27308,1
2047,27309,1
2048,27310,1
2049,27312,1
2050,27315,1
2051,27317,1
2052,27318,1
2053,27319,1
2054,27320,1
2055,27321,1
2056,27324,1
2057,27325,1
2058,27326,1
2059,27327,1
2060,27328,1
2061,27329,1
2062,27330,1
2063,27332,1
2064,27333,1
2065,27334,1
2066,27335,1
2067,27336,1
2068,27337,1
2069,27338,1
2070,27339,1
2071,27340,1
2072,27341,1
2073,27342,1
2074,27343,1
2075,27344,1
2076,27345,1
2077,27346,1
2078,27347,1
2079,27349,1
2080,27350,1
2081,27352,1
2082,27353,1
2083,27354,1
2084,27355,1
2085,41993,1
2086,41994,1
2087,41995,1
2088,41996,1
2089,41997,1
2090,41998,1
2091,41999,1
2092,42000,1
2093,42001,1
2094,42002,1
2095,42003,2
2096,42004,1
2097,42005,1
2098,42006,1
2099,42007,1
2100,42008,1
2101,42009,1
2102,42011,1
2103,42012,1
2104,42013,1
2105,42014,1
2106,42015,1
2107,42016,1
2108,42017,1
2109,42018,1
2110,42020,1
2111,42021,1
2112,42022,1
2113,42023,1
2114,42024,1
2115,42025,1
2116,42027,1
2117,42028,1
2118,42029,1
2119,42030,1
2120,42031,1
2121,42032,1
2122,42033,1
2123,42034,1
2124,42035,1
2125,42036,1
2126,42037,1
2127,42039,1
2128,42040,1
2129,42041,1
2130,42043,1
2131,42044,1
2132,42045,1
2133,42046,1
2134,42047,1
2135,42051,1
2136,42052,1
2137,42053,1
2138,42054,1
2139,42055,1
2140,42056,1
2141,42057,1
2142,42058,1
2143,42059,1
2144,42061,1
2145,42064,1
2146,42065,1
2147,42067,1
2148,42068,1
2149,42069,1
2150,42071,1
2151,42072,1
2152,42073,1
2153,42074,1
2154,42075,1
2155,42076,1
2156,42077,1
2157,42078,1
2158,42079,1
2159,42080,1
2160,42081,1
2161,42082,1
2162,42083,1
2163,42084,1
2164,42085,1
2165,42086,1
2166,42087,1
2167,42088,1
2168,42090,1
2169,42091,1
2170,42092,1
2171,42093,1
2172,42094,1
2173,42095,1
2174,42096,1
2175,42098,1
2176,42100,1
2177,42102,1
2178,42103,1
2179,42104,1
2180,42107,1
2181,42108,1
2182,42110,1
2183,42111,1
2184,42112,1
2185,42114,1
2186,42115,1
2187,42116,1
2188,42117,1
2189,42119,1
2190,42120,1
2191,42121,1
2192,42122,1
2193,42123,1
2194,42124,1
2195,42125,1
2196,42126,1
2197,42127,1
2198,42128,1
2199,42129,1
2200,42130,1
2201,42131,1
2202,42132,1
2203,42133,1
2204,42134,1
2205,42135,1
2206,42136,1
2207,42137,1
2208,42138,1
2209,42139,1
2210,42140,1
2211,42141,1
2212,42142,1
2213,42143,1
2214,42145,1
2215,42146,1
2216,42147,1
2217,42148,1
2218,42149,1
2219,42150,1
2220,42152,1
2221,42153,1
2222,42156,1
2223,42157,1
2224,42158,1
2225,42159,1
2226,42160,1
2227,42165,1
2228,42166,1
2229,42167,1
2230,42168,1
2231,42173,1
2232,42174,1
2233,42175,1
2234,42176,1
2235,42177,1
2236,42178,1
2237,42179,1
2238,42180,1
2239,42181,1
2240,42182,1
2241,42183,1
2242,42184,1
2243,42185,1
2244,42186,1
2245,42187,1
2246,42188,1
2247,42190,1
2248,42191,1
2249,42192,1
2250,42193,1
2251,42194,1
2252,42195,1
2253,42196,1
2254,42197,1
2255,42198,1
2256,42199,1
2257,42200,1
2258,42202,1
2259,42203,1
2260,42204,1
2261,42205,1
2262,42206,1
2263,42208,1
2264,42209,1
2265,42210,1
2266,42211,1
2267,42212,1
2268,42213,1
2269,42215,1
2270,42216,1
2271,42217,1
2272,42218,1
2273,42219,1
2274,42220,1
2275,42221,1
2276,42222,1
2277,42223,1
2278,42224,1
2279,42225,1
2280,42230,1
2281,42231,1
2282,42232,1
2283,42233,1
2284,42234,1
2285,42235,1
2286,42236,1
2287,42237,1
2288,42238,1
2289,42239,1
2290,42240,1
2291,42241,1
2292,42242,1
2293,42244,1
2294,42245,1
2295,42246,1
2296,42247,1
2297,42248,1
2298,42249,1
2299,42250,1
2300,42251,1
2301,42252,1
2302,42253,1
2303,42254,1
2304,42255,1
2305,42256,1
2306,42257,1
2307,42258,1
2308,42262,1
2309,42263,1
2310,42264,1
2311,42265,1
2312,42266,1
2313,42267,1
2314,42268,1
2315,42269,1
2316,42270,1
2317,42271,1
2318,42272,1
2319,42273,1
2320,42275,1
2321,42276,1
2322,42277,1
2323,42278,1
2324,42279,1
2325,42280,1
2326,42281,1
2327,42282,1
2328,42283,1
2329,42284,1
2330,42285,1
2331,42286,1
2332,42287,1
2333,42288,1
2334,42291,1
2335,42292,1
2336,42294,1
2337,42296,1
2338,42297,1
2339,42300,1
2340,42301,1
2341,42302,1
2342,42303,1
2343,42304,1
2344,42305,1
2345,42306,1
2346,42307,1
2347,42311,1
2348,42312,1
2349,42316,1
2350,42317,1
2351,42318,1
2352,42319,1
2353,42320,1
2354,42321,1
2355,42322,1
2356,42323,1
2357,42324,1
2358,42325,1
2359,42326,1
2360,42327,1
2361,42328,1
2362,42329,1
2363,42330,1
2364,42340,1
2365,42341,1
2366,42342,1
2367,42343,1
2368,42344,1
2369,42345,1
2370,42346,1
2371,42347,1
2372,42348,1
2373,42349,1
2374,42350,1
2375,42351,1
2376,42352,1
2377,42353,1
2378,42355,1
2379,42356,1
2380,42357,1
2381,42358,1
2382,42359,1
2383,42360,1
2384,42361,1
2385,42362,1
2386,42363,1
2387,42364,1
2388,42365,1
2389,42366,1
2390,42367,1
2391,42368,1
2392,42369,1
2393,42370,1
2394,42376,1
2395,42380,1
2396,42381,1
2397,42383,1
2398,42384,1
2399,42385,1
2400,42387,1
2401,42388,1
2402,42390,1
2403,42391,1
2404,42392,1
2405,42393,1
2406,42394,1
2407,42395,1
2408,42396,1
2409,42401,1
2410,42402,1
2411,42403,1
2412,42404,1
2413,42405,1
2414,42406,1
2415,42407,1
2416,42408,1
2417,42409,1
2418,42410,1
2419,42411,1
2420,42412,1
2421,42413,1
2422,42414,1
2423,42415,1
2424,42416,1
2425,42420,1
2426,42423,1
2427,42424,1
2428,42425,1
2429,42426,1
2430,42427,1
2431,42428,1
2432,42430,1
2433,42431,1
2434,42432,1
2435,42433,1
2436,42435,1
2437,42436,1
2438,42437,1
2439,42438,1
2440,42439,1
2441,42440,1
2442,42441,1
2443,42443,1
2444,42444,1
2445,42445,1
2446,42446,1
2447,42447,1
2448,42448,1
2449,42449,1
2450,42450,1
2451,42451,1
2452,42452,1
2453,42453,1
2454,42454,1
2455,42455,1
2456,42457,1
2457,42459,1
2458,42460,1
2459,42461,1
2460,42463,1
2461,42464,1
2462,42465,1
2463,42468,1
2464,42469,1
2465,42470,1
2466,42471,1
2467,42473,1
2468,42474,1
2469,42475,1
2470,42476,1
2471,42477,1
2472,42478,1
2473,42479,1
2474,42480,1
2475,42482,1
2476,42483,1
2477,42485,1
2478,42486,1
2479,42487,1
2480,42488,1
2481,42489,1
2482,42490,1
2483,42491,1
2484,42492,1
2485,42493,1
2486,42494,1
2487,42495,1
2488,42496,1
2489,42497,1
2490,42498,1
2491,42499,1
2492,42500,1
2493,42501,1
2494,42503,1
2495,5035,1
2496,5064,1
2497,1049,1
2498,1024,1
2499,5049,1
2500,38789,1
2501,12729,1
2502,1082,1
2503,5002,1
2504,5067,1
2505,40,1
2506,5040,1
2507,3009,1
2508,3010,1
2509,50753,1
2510,9441,1
2511,11530,1
2512,48592,1
2513,4790,1
2514,10869,1
2515,41023,1
2516,20010,1
2517,13118,1
2518,40092,1
2519,44334,1
