UMAP0,UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,sent-id
9.802553,9.6764555,8.242106,8.728009,2.652784,7.10646,3.1866171,0.42193723,-2.223007,1.2044413,9771
9.729089,9.515852,8.245497,8.817127,2.6973362,6.981142,3.4159894,0.40880585,-2.2277687,1.0292939,9772
8.869238,6.7522326,8.598935,8.724787,2.1355345,6.2236104,4.6660843,0.97003543,-1.1265483,1.0859957,9773
9.705907,9.72936,8.136893,8.964622,3.9149947,7.675319,4.579378,1.3124534,0.09799638,2.8683589,9774
9.081201,7.72818,8.423384,8.806414,2.8322728,6.8406806,4.8850536,0.7967506,-0.73903716,1.310629,9775
9.811965,9.041991,8.517869,8.9146805,2.1786923,6.8920135,3.720317,0.72900873,-1.0706869,1.8165717,9776
9.681046,9.367776,8.323372,7.3874283,3.0109298,8.982165,4.403033,1.6299556,-0.053602006,2.297201,9778
9.091953,7.7219877,8.422165,8.859264,2.8306217,6.7936006,4.928658,0.8568849,-0.62261254,1.4096848,9779
10.249119,8.696117,9.130365,9.288671,1.4801351,5.8445644,3.6327453,1.2372615,0.5454901,2.4312408,9780
9.950713,9.589416,8.378114,8.979265,2.721577,6.737511,3.38554,1.1620109,-1.326404,2.418137,9782
9.835789,9.042613,8.453741,9.053362,2.1735723,7.331644,4.2751145,0.82721925,0.3862468,2.2841587,9783
9.657739,8.0252,9.162319,8.993488,1.9870822,6.6301956,4.1111813,-0.36565554,-0.52698994,0.8455244,9784
10.235999,8.686662,9.122495,9.285433,1.49248,5.8547864,3.6437223,1.2247453,0.5236249,2.408364,9785
10.170709,8.667037,9.06682,9.247279,1.5791503,5.9303355,3.6828966,1.1670054,0.35202375,2.3256238,9786
10.142398,8.766587,9.016995,9.082244,1.7373265,6.1172504,3.6207025,1.119853,0.1744252,2.1503532,9787
10.473319,9.0969515,9.424864,9.203705,1.0339996,4.7873464,2.644711,2.179039,-1.2529765,2.0116239,9788
10.417453,9.04769,9.368193,9.154986,1.0805774,4.8441415,2.6949792,2.125097,-1.2327511,1.9825586,9789
10.420729,9.048254,9.372046,9.158373,1.0744125,4.8436713,2.6949883,2.125827,-1.2308986,1.987682,9790
10.153186,9.118125,8.828975,9.160589,1.8688785,6.116203,3.4956198,1.4580148,-0.33142024,2.6149526,9791
9.84594,9.075836,8.455307,9.0434065,2.176023,7.356522,4.2427816,0.7974482,0.34833562,2.284623,9792
10.270673,8.677303,9.155182,9.30481,1.4219414,5.817358,3.6418147,1.2952124,0.6723695,2.5364878,9793
9.818549,8.160782,8.976986,9.043023,1.6112905,6.340964,4.072527,0.8917617,0.179299,1.9308251,9794
10.048686,8.648915,8.95371,9.0739565,1.7216002,6.2971787,3.84942,1.1946228,0.31107584,2.3404374,9795
10.221685,8.687585,9.108389,9.2421,1.4935261,5.9524703,3.6809974,1.2586858,0.556524,2.4773293,9796
10.191061,8.703433,9.06444,9.203917,1.5434867,6.0254993,3.7252681,1.2845852,0.505425,2.4922419,9797
9.867246,8.233916,8.948749,9.133202,1.5593776,6.398966,4.1277018,0.9136884,0.54632515,2.1282394,9798
9.156377,7.7573953,8.471433,8.895045,2.8155932,6.6574464,4.853454,1.0108176,-0.44472393,1.4966432,9803
9.625427,9.205367,8.272934,8.779989,3.360802,7.54875,4.576918,1.249393,0.002214957,2.4634345,9804
9.19473,7.765977,8.3266325,8.9170265,2.5213199,6.467086,4.570331,1.812609,-0.93993056,2.720682,9810
9.085874,7.1828294,8.509872,8.899994,2.2254503,6.14956,4.596168,1.7151437,-0.8524626,2.4428422,9811
9.188885,7.4498286,8.433252,8.8936825,2.215515,6.3026075,4.589418,1.9680555,-0.83639234,2.8878596,9812
9.166912,7.3857284,8.441778,8.878518,2.2381542,6.273768,4.605297,1.9867703,-0.8313315,2.8707979,9814
9.21955,7.7370825,8.420917,8.795346,2.3673298,6.7023044,4.588302,1.511259,-0.8592717,2.4361703,9815
9.094226,7.919044,8.300948,8.773727,2.3634655,7.4362783,4.789715,0.12764779,-0.5120556,0.6138944,9816
8.867339,5.924706,9.00737,8.858266,1.6901978,5.615151,4.6903577,0.9801915,-0.6005779,1.2588599,9817
9.87452,9.429193,8.421297,8.798133,2.3995829,7.057196,3.334689,0.62820053,-1.3720027,1.7791047,9818
9.796366,8.331923,9.137268,9.132485,1.9114947,6.5150976,3.9090412,-0.37077475,-0.74926966,0.9863835,9819
9.675198,8.860526,8.324146,8.88283,1.6714846,7.020026,4.2313175,1.0486064,-1.7018164,1.8054488,9820
9.906971,9.575538,8.353156,8.904679,2.6255336,6.968748,3.4080358,0.9360856,-1.3073362,2.2345266,9821
9.680912,8.67212,8.587192,8.779014,2.0744889,6.4645867,3.579539,0.9594377,-1.972622,1.6098212,9822
9.232545,7.904105,8.326816,8.927917,2.5560722,6.495162,4.5034766,1.6868175,-0.96404195,2.600509,9825
9.141341,7.4579115,8.362422,8.88525,2.3901472,6.316293,4.6483765,2.1130056,-0.9075955,3.0477688,9826
9.181665,7.7693996,8.312471,8.92971,2.544517,6.4467497,4.5810485,1.8121735,-0.9525599,2.7154124,9827
9.182165,7.733093,8.346579,8.909093,2.5018911,6.438726,4.5650086,1.761501,-0.93582314,2.63531,9828
9.16126,7.4437594,8.402326,8.87321,2.3162472,6.310154,4.61393,2.039802,-0.88733166,2.9506307,9829
9.167908,7.795344,8.291674,8.9531145,2.5707288,6.430436,4.5848503,1.8152927,-0.976917,2.7359304,9830
9.142112,7.4581695,8.3618,8.884675,2.3901832,6.3173256,4.6491947,2.1176648,-0.9061534,3.055089,9831
9.188395,7.8254876,8.309973,8.947744,2.5809882,6.4581995,4.5661087,1.7305281,-0.96171594,2.6312535,9832
9.137506,7.475001,8.368052,8.896134,2.3986282,6.3134146,4.6367955,2.0446134,-0.89818394,2.9539003,9833
9.149673,7.48331,8.339422,8.873897,2.3984423,6.3338323,4.6314826,2.1023002,-0.9304335,3.037875,9836
9.175179,7.7679605,8.304877,8.941036,2.5575225,6.433403,4.583263,1.8255494,-0.9626947,2.7382393,9837
9.165172,7.668796,8.341467,8.926209,2.488603,6.3876233,4.581331,1.8378712,-0.945445,2.729962,9838
9.652454,8.754147,8.3349285,8.891449,1.6392183,6.9659805,4.260537,1.1598245,-1.637807,1.9741551,9839
9.866566,7.928479,9.185893,9.155123,1.4466,6.0488696,4.1205,0.8049126,0.40251645,1.8621805,9842
9.6086855,8.72935,8.530302,8.8669615,2.0337267,7.1182556,4.006433,0.18739766,-1.5120841,1.1968389,9843
9.552131,8.450808,8.389101,8.902253,1.8152517,6.842829,4.3181057,1.293877,-1.2405385,2.2317626,9844
9.439421,8.332919,8.394221,8.907272,2.3383012,6.813931,4.3858724,1.2050543,-0.85530984,2.1475747,9845
9.5794735,8.530065,8.389891,8.88727,1.7869453,6.87628,4.2813063,1.2270176,-1.3531029,2.1307948,9846
9.606826,8.590972,8.416745,8.851675,1.7569095,6.949194,4.228422,1.0901891,-1.4222178,2.0038302,9847
9.781911,9.315125,8.432309,8.618932,2.36263,7.2763577,3.3670301,0.33755833,-1.5113542,1.2806259,9848
9.988626,9.692266,8.4298935,8.887146,2.103317,7.816715,3.5834033,0.10418023,-0.67711216,2.1873019,9851
9.798469,9.112051,8.59965,8.714829,1.8364562,8.005168,3.7991319,-0.31876844,-0.6532384,1.694304,9852
9.465094,8.659194,8.409754,8.397199,2.4315662,7.7284727,4.091562,0.6017232,-1.2079686,1.7120451,9853
9.85028,9.479998,8.436787,8.601265,1.9409438,8.160643,3.5579662,-0.28162944,-0.94419205,1.5774748,9855
9.36124,8.423524,8.424235,8.369512,2.497056,7.7034545,4.2619915,0.6998363,-1.0579692,1.7230344,9856
9.78982,8.61331,8.680976,8.977944,1.4891247,7.383,4.085182,0.15953793,0.15531608,1.7498223,9857
10.092024,10.222321,8.231052,9.146142,2.9786184,7.305876,3.5884237,0.80925804,-0.71224785,2.708294,9858
9.753814,9.285311,8.415789,8.607242,2.0357008,7.7950983,3.571582,-0.01322172,-1.4152135,1.4626861,9859
9.686597,8.620133,8.37595,9.058588,1.5321376,7.4659123,4.457563,0.59206825,0.6354352,1.845941,9860
9.3306875,7.917376,8.6017685,8.662695,1.800555,7.499686,4.5608945,0.089070216,-0.1680417,0.864904,9861
9.64429,8.398838,8.8617325,8.699291,1.7205137,7.6575747,4.1051083,-0.48607686,-0.37641573,1.1048653,9862
9.472062,8.3162365,8.823392,8.27829,2.2117043,7.813476,4.2102747,-0.37259653,-0.9685008,0.61806566,9863
9.580995,8.210114,8.432624,8.99791,1.1278723,7.4330826,4.5384192,0.5776582,0.8223787,1.6946929,9866
9.599845,8.265089,8.407875,8.994164,1.1421301,7.491248,4.5454717,0.5816469,0.82707995,1.7054521,9867
9.589787,8.23087,8.416392,9.002019,1.1086974,7.4649644,4.5532312,0.58779854,0.85311353,1.7011842,9868
9.609643,8.3108,8.407324,8.992537,1.1949922,7.4979773,4.5305614,0.56980586,0.7879549,1.7073216,9869
9.601549,8.29872,8.41625,8.966304,1.2045162,7.517009,4.5316663,0.55103064,0.7621232,1.6741781,9870
9.463907,7.893156,8.791076,8.530416,1.377714,7.6808753,4.362876,-0.21496184,0.12067635,0.8009804,9872
9.450142,7.9293795,8.730798,8.568083,1.41568,7.710176,4.4073434,-0.16149555,0.15551367,0.8929026,9873
9.680817,8.495944,8.4833555,9.009488,1.4220822,7.410231,4.3834667,0.46016163,0.50907254,1.6869704,9874
9.451846,8.282887,8.503922,8.423872,1.6009194,8.054772,4.4146566,0.12611355,0.052099727,1.1322808,9875
9.260623,8.311603,8.686569,8.385448,2.4773667,7.8697004,4.3880773,-0.77793396,-1.7112887,0.17436954,9876
9.262324,8.311444,8.671754,8.388655,2.459595,7.892311,4.377925,-0.80686444,-1.7522218,0.16589063,9877
9.258198,8.305977,8.672325,8.38634,2.4606025,7.900701,4.3829546,-0.8220692,-1.7689643,0.15487167,9878
9.670673,8.604977,8.3762245,9.046788,1.5628427,7.47455,4.4702635,0.5720547,0.6043847,1.8104118,9879
9.620208,8.331974,8.711721,8.852164,1.3392234,7.8842793,4.2940636,-0.4679235,0.30376893,1.3123616,9880
9.384008,8.39405,8.536187,8.490188,2.5684955,7.7630134,4.5001593,0.27654362,-0.5166409,1.2911595,9881
9.268003,8.319025,8.675109,8.375008,2.4551864,7.9190583,4.377225,-0.80717134,-1.7315047,0.1796975,9884
9.565597,8.063134,8.789293,8.854312,1.2923412,7.672291,4.3629766,-0.37819937,0.3713259,1.2147242,9886
9.580615,8.456083,8.463122,8.799656,1.622788,7.6163507,4.461075,0.38505614,0.2787468,1.4681293,9887
9.554859,8.269137,8.64018,8.792388,1.2988561,7.974416,4.384146,-0.4382051,0.3431968,1.1381282,9888
9.544998,8.193012,8.684015,8.830353,1.3099822,7.9043264,4.4014506,-0.4642479,0.3718297,1.1506162,9889
9.599174,8.292209,8.742584,8.883031,1.4400524,7.8203626,4.347906,-0.49226838,0.2870484,1.2786673,9890
9.566382,8.061668,8.794407,8.866385,1.3086362,7.639855,4.3603764,-0.37310585,0.34750602,1.212507,9891
9.3604355,7.9908447,8.585038,8.929688,1.8410777,7.457349,4.680245,-0.14242947,0.09704547,0.96278155,9892
9.573975,8.255293,8.725268,8.886589,1.4133195,7.860766,4.397975,-0.5315545,0.34993997,1.2288396,9893
9.624278,8.41667,8.456822,8.947825,1.3623124,7.562003,4.4594626,0.37958762,0.5730812,1.5864354,9894
9.358455,7.8441725,8.725866,8.482697,1.6985946,7.7194405,4.48985,-0.11055497,-0.07263487,0.8824768,9895
9.568609,8.260944,8.709375,8.925068,1.4607363,7.8589354,4.4397707,-0.52701086,0.37219515,1.2534637,9896
9.551028,8.231618,8.69857,8.868074,1.4147792,7.8844175,4.4286776,-0.5008893,0.35674477,1.2120321,9897
9.755527,9.730464,8.395101,7.118204,2.9360995,9.786528,4.3929834,0.84283644,-0.084017254,1.796872,9898
9.745339,9.737438,8.388739,7.0886865,2.9542072,9.835755,4.414679,0.8477846,-0.068362586,1.78463,9899
9.771074,9.757431,8.381439,7.0996275,2.93536,9.798898,4.382827,0.8700362,-0.08418974,1.8222519,9900
9.766671,9.738643,8.39874,7.1135664,2.9274783,9.804867,4.3874006,0.8210093,-0.08582319,1.7917542,9901
9.35956,7.9787703,8.603945,9.08529,1.9223666,7.3204308,4.752412,-0.26275286,0.1303053,0.90166306,9902
9.636915,8.33016,8.8148365,8.934482,1.580033,7.6746483,4.324932,-0.50152665,0.2431046,1.3172766,9903
9.688557,8.40037,8.804996,8.924531,1.4753443,7.666876,4.197177,-0.43017617,0.19002679,1.4356543,9905
9.631768,8.326868,8.764396,8.910755,1.4390064,7.7663717,4.3034844,-0.4733737,0.28869912,1.3543234,9906
9.645492,8.34868,8.744543,8.871238,1.4156402,7.762395,4.265684,-0.3694182,0.26935136,1.3997674,9907
9.62655,8.332246,8.811087,8.962131,1.5621244,7.707242,4.3493333,-0.5204439,0.28583792,1.3364627,9909
9.683783,8.428765,8.775661,8.862864,1.4034718,7.829209,4.1716933,-0.4835704,0.1789653,1.447383,9910
9.55712,8.097169,8.769531,8.864738,1.3273734,7.717499,4.3816967,-0.4215421,0.36255836,1.2075561,9915
9.430009,8.696456,8.567206,8.417377,2.2215667,8.063358,4.043033,-0.6958391,-1.5728204,0.5370373,9916
9.525896,8.213941,8.659278,8.7775345,1.3664825,7.9464564,4.401537,-0.43366602,0.29180002,1.1254741,9917
9.558276,8.206784,8.718395,8.879991,1.4033718,7.81068,4.4056,-0.46753913,0.3401864,1.217664,9918
9.583499,9.201662,8.245725,8.642058,2.5721548,7.3632965,3.635142,0.256128,-1.6865704,0.9214209,9919
9.763216,9.583658,8.254599,8.6764965,2.617069,7.1876874,3.232133,0.395752,-2.1442864,1.1972523,9920
9.750231,9.512048,8.269333,8.667713,2.5576403,7.170136,3.2454863,0.43187827,-2.1389108,1.2412294,9921
10.052773,10.200073,8.204188,9.148149,3.1443887,7.218428,3.6318898,0.9044879,-0.75331473,2.6550934,9922
9.769269,9.577975,8.256629,8.711016,2.6006331,7.1499543,3.2760777,0.44903043,-2.1610134,1.2780192,9923
9.177014,7.771703,8.305955,8.939155,2.5570133,6.4373684,4.5820985,1.8219752,-0.9619194,2.7344198,9924
9.129684,7.4586964,8.373361,8.896248,2.392745,6.3030167,4.6386228,2.0416286,-0.8921911,2.9421337,9925
9.801836,9.383762,8.438051,8.60815,2.317757,7.440949,3.4136155,0.15995489,-1.4194643,1.1783,9927
9.421552,8.726222,8.56951,8.406057,2.2571309,8.099795,4.066209,-0.7642554,-1.6660807,0.47556555,9928
9.774761,9.672214,8.318199,7.086503,2.8716862,9.551376,4.324176,1.2483475,-0.06847745,1.9848682,9929
9.78786,9.731395,8.310778,7.0715036,2.7746115,9.6202135,4.2432804,1.0924141,-0.15455525,1.8734485,9930
9.766403,9.390271,8.345834,8.619731,2.2720025,7.361434,3.2728438,0.25237072,-1.7954273,1.2255701,9931
9.769271,9.446174,8.330987,8.692764,2.317328,7.4365816,3.4672258,0.24529248,-1.8069803,1.3638704,9932
9.662632,9.384867,8.290462,7.710786,3.0661952,8.70868,4.3626966,1.3121274,-0.26003766,2.1622431,9933
9.677323,9.401088,8.299451,7.5949306,3.0349622,8.823208,4.358692,1.3638686,-0.22207378,2.161031,9934
9.766605,10.002994,8.042083,8.93774,4.196792,7.7602754,4.618168,1.5441128,0.21140109,3.1005015,9935
9.6805525,9.028937,8.329523,8.91862,2.5049877,6.836898,3.759965,1.108356,-1.2781833,2.3178957,9936
9.706708,9.106518,8.321813,8.910093,2.5218384,6.869955,3.6946542,1.1339298,-1.2975945,2.3682883,9937
9.532038,8.744487,8.473773,8.443459,2.3223,7.5840316,3.8938003,0.41281372,-1.3875623,1.4770461,9938
9.70127,9.346643,8.2967205,8.648724,2.8277423,7.9126463,4.2258205,0.7244651,-0.43451023,2.177978,9939
9.636871,8.693669,8.534185,8.712421,2.4168026,6.5395155,3.5768127,1.1194817,-1.6108185,1.758157,9940
9.759091,9.291056,8.302398,8.929373,2.6247416,6.9596014,3.6798053,1.0394887,-1.2137331,2.3199794,9941
9.585718,9.001805,8.398428,8.717776,2.143618,7.7472777,3.8218553,-0.23837307,-1.3757383,1.1853331,9942
9.66935,8.162749,9.070464,8.934299,1.9983865,6.971392,4.2163086,-0.22190516,-0.26495764,1.251895,9943
9.816578,9.966714,8.090585,8.654436,3.9100575,7.956943,4.484298,1.6723813,0.20347215,3.1712666,9944
9.81473,9.938877,8.103993,8.62325,3.846445,7.968197,4.4683776,1.6586158,0.1844876,3.146379,9945
9.755298,9.72595,8.169091,8.436554,3.5916615,8.108435,4.455116,1.4677819,0.047164317,2.804275,9946
7.2607317,3.8615878,8.408632,8.465378,1.6174124,4.263471,6.087659,3.5686622,0.84726936,3.0830336,9947
9.143202,6.430476,8.914344,9.157425,1.0212138,5.5469017,4.4767466,1.4200313,0.12727436,1.7975261,9948
8.697101,5.290723,9.004113,8.855516,1.6136389,5.0631304,4.883815,1.5939835,-0.51264006,1.7024583,9949
8.984476,6.8045425,8.579085,8.823079,2.160539,5.969083,4.701623,1.8524417,-0.7715451,2.3631215,9951
8.943035,6.648322,8.604596,8.811013,2.1575248,5.890773,4.756108,1.9066418,-0.6638273,2.3358235,9952
8.928653,6.6464972,8.601902,8.805716,2.1831467,5.9084682,4.784704,1.8690515,-0.69708675,2.2854507,9964
8.764391,5.7896934,8.626631,8.665779,2.0284636,5.4482226,5.0467715,2.5012798,-0.42245507,2.5881898,9965
8.93534,6.55602,8.59273,8.777823,2.1846328,5.766123,4.7491636,2.2828329,-0.4457809,2.6676292,9966
10.04802,10.042686,8.305061,9.0737705,2.7117379,7.5490737,3.6853223,0.5025323,-0.53081834,2.5217454,9967
9.658364,9.01947,8.47767,8.670062,2.0022175,7.809936,3.953235,-0.45648253,-0.7901607,0.5672359,9968
9.226143,8.346686,8.295334,9.022326,2.99929,7.000303,4.786139,0.21505369,-0.7667736,0.57176656,9969
9.598371,8.932477,8.440852,8.325732,1.8849068,8.109031,3.9064162,-0.2851722,-0.8484753,0.55365604,9970
9.206933,8.099521,8.329659,8.719724,2.3743463,7.204013,4.5466905,0.4244226,-0.83688086,0.7765594,9971
9.593236,9.255554,8.268315,8.501148,3.3983543,7.7795405,4.438097,1.1352875,-0.34991133,2.155384,9973
9.266671,7.9253225,8.54073,8.744567,1.9800572,7.466744,4.6590457,-0.0019096767,-0.28069663,0.74022096,9974
9.420659,8.938043,8.380838,8.8030205,3.2440746,7.387391,4.503097,-0.2075453,-1.2901832,0.3018271,9975
9.241309,8.188229,8.356398,8.707288,2.3022683,7.486806,4.534184,0.10292735,-0.66583997,0.7379704,9976
9.794397,8.815214,8.598948,8.86746,1.8117598,7.3169823,4.0221677,0.47671458,-0.21020755,1.8297713,9977
9.671619,9.119441,8.432652,8.336431,2.9195766,7.7786574,4.2097716,1.0839956,-0.45080835,2.1317627,9978
9.832214,8.696492,8.892053,8.915238,1.6815379,7.4671626,3.8939183,-0.4245561,-0.28142312,1.4857702,9979
9.665463,9.10395,8.421923,8.432281,2.8824353,7.679763,4.186532,1.008323,-0.52481663,2.0691087,9980
9.978115,9.071786,8.624918,9.166019,1.732846,6.9397287,3.8357055,0.5079977,-0.19401091,1.9594293,9981
9.751215,8.467896,8.8568125,8.868957,1.3692448,7.7749095,4.007324,-0.52563035,0.08001863,1.5974922,9984
9.796651,9.783221,8.147498,8.687267,3.6404567,7.7706656,4.4068475,1.6053195,0.06683277,3.064494,9985
9.656416,9.552848,8.163552,8.654599,3.7158787,7.8579726,4.567521,1.3615532,0.0029880996,2.6498375,9986
9.598812,9.309162,8.243675,8.453393,3.4565616,7.9357047,4.50631,1.225947,-0.18622008,2.3324254,9987
9.579789,9.449779,8.154635,8.714469,3.8462527,7.8699164,4.678316,1.2241391,0.016064018,2.4284556,9988
9.248245,8.101528,8.517916,8.434313,2.6805093,7.513452,4.590233,0.5143274,-0.7091736,1.1990669,9989
9.346391,8.2272215,8.51117,8.669299,2.3238158,7.4506674,4.6142325,0.26642495,-0.58822745,1.0492816,9990
9.655824,9.66024,8.240032,7.298828,3.1942668,9.585606,4.5490537,1.0751854,-0.063277096,1.9837548,9991
9.885259,9.836114,8.220548,9.084595,3.2198598,7.351905,4.0855775,0.88419914,-0.40122506,2.408881,9992
9.334783,8.074357,8.536062,8.7469635,2.0319197,7.3855076,4.4706407,-0.011196206,-0.38699964,0.72880614,9993
9.780198,9.682311,8.327114,7.0653415,2.89757,9.562375,4.3249445,1.273295,-0.06510316,2.0160103,9994
9.66241,9.660507,8.125287,8.770827,3.9011378,7.875402,4.6364956,1.3222469,0.10703364,2.6971383,9995
9.617462,8.389166,8.500437,9.032082,1.4534435,7.3800893,4.4476867,0.3472236,0.45354685,1.5040476,9997
9.39403,7.574795,9.01754,8.900655,1.956442,6.7040405,4.406595,-0.19817412,-0.47128734,0.67895067,9998
9.409381,7.591049,9.046299,8.840856,2.011218,6.7462826,4.3958163,-0.14637178,-0.44887555,0.76267874,9999
9.489167,7.7692637,9.020024,9.026671,1.9066755,6.6977944,4.3686724,-0.3214325,-0.38461342,0.705157,10000
9.2988615,7.7956114,8.530167,9.240354,1.8391123,6.857238,4.7532625,0.06834654,-0.001861925,0.876206,10001
9.26672,7.535603,8.813428,8.841416,2.0159645,6.7548647,4.437853,0.070320874,-0.73340225,0.7864812,10003
9.418814,7.5746937,9.059222,8.871123,1.918609,6.722954,4.378101,-0.20354213,-0.44852,0.7198957,10004
9.279913,7.8311267,8.4932995,9.198197,1.9107825,6.917112,4.7689805,0.10116162,-0.06593497,0.8734209,10008
9.136734,7.679899,8.50577,8.804911,2.6231701,6.907922,4.873596,0.7622052,-0.47871488,1.4238174,10009
9.360676,8.388858,8.299124,8.838928,2.3245888,7.150691,4.4729104,0.72223294,-0.78361493,1.388179,10010
9.652534,8.620733,8.708468,8.836004,2.1884305,6.9132643,3.7566633,0.15898892,-1.3032142,1.3273283,10011
9.874916,9.795203,8.2240095,8.997571,3.2380455,7.407274,4.081575,1.0407917,-0.36361215,2.6172955,10014
9.694263,9.313949,8.29461,8.754961,3.222636,7.562828,4.3268466,1.1816535,-0.2142317,2.6515079,10015
9.737476,9.389911,8.306972,8.810026,3.0971403,7.682233,4.3047605,0.9611844,-0.15506938,2.5599966,10016
9.759975,9.416321,8.312998,8.879386,3.084564,7.6885424,4.338779,0.9109221,-0.035092637,2.558697,10019
9.589129,8.463363,8.855888,8.552052,2.241957,7.738414,4.20601,-0.2796329,-0.6463258,1.3906606,10020
9.519637,9.233141,8.172123,8.603219,2.420346,7.564501,3.4257019,-0.18822548,-2.0286705,0.5126383,10021
9.730131,9.4453125,8.253835,8.816818,3.3182936,7.5076194,4.3142886,1.2609943,-0.19629458,2.7433648,10022
9.690162,9.30793,8.291588,8.76533,3.20415,7.5706778,4.3346972,1.1498914,-0.21483402,2.6177993,10023
9.764517,8.48871,8.99294,8.93511,1.9383745,7.2669773,4.118119,-0.37895676,-0.124357104,1.3076026,10024
9.776492,8.595678,8.923419,8.889947,1.9968165,7.3632145,4.099316,-0.26538366,-0.14076225,1.4410852,10025
9.699055,8.443994,8.924783,8.852781,2.0352776,7.240888,4.1136217,-0.1913217,-0.37230906,1.3390238,10026
9.820439,9.299689,8.537865,8.687978,1.9204853,8.067863,3.7261753,-0.3796371,-0.84468466,1.5656551,10028
9.790604,8.602742,8.911573,8.926371,1.8692071,7.406373,4.074352,-0.29127482,-0.08979774,1.5527494,10029
9.745466,8.369402,9.077094,8.876348,1.9481219,7.2446833,4.097529,-0.39382967,-0.23218839,1.3820131,10030
9.123926,7.8575673,8.503935,7.8619447,2.3377602,7.955333,4.376884,0.45041215,-0.95078033,0.66563284,10031
9.853807,9.224985,8.506558,8.864075,1.9772346,7.8211327,3.9134347,0.14176327,-0.29777908,2.1012135,10032
9.158138,7.9559155,8.4952135,7.9788265,2.472139,7.874928,4.418876,0.5095585,-0.90118635,0.8301054,10033
9.726731,9.471141,8.278877,8.880402,3.3757086,7.746819,4.483695,0.9389487,0.04969587,2.491812,10034
9.689665,8.307994,8.878135,8.907359,1.5064995,7.50754,4.183114,-0.35520864,0.13002953,1.4287084,10035
9.437928,8.651637,8.509739,8.7389,2.7057447,7.444976,4.4526196,-0.17073552,-1.1462853,0.60898536,10036
9.402281,8.955704,8.179518,8.613805,2.2423706,7.608241,3.6014953,-0.3016348,-1.8930413,0.38428605,10037
9.63356,9.469731,8.180734,8.617475,3.6631932,7.8171463,4.544654,1.3676859,-0.08201838,2.5795724,10040
9.444969,7.0828238,9.103173,9.247259,1.3987148,5.8968186,4.31718,0.43049663,-0.039658263,1.378569,10041
9.701622,7.971346,8.854828,9.106095,1.6748431,5.8934283,3.8999774,1.4493008,-0.31505093,2.3516698,10043
9.219777,8.260698,8.379382,8.917883,2.867436,7.175139,4.7945557,0.044794876,-0.8278871,0.5444072,10044
9.432387,8.96526,8.363928,8.8446,3.277194,7.353612,4.5381713,-0.13911165,-1.2359146,0.3852715,10046
9.345022,8.167561,8.534453,8.489397,2.3962362,7.216427,4.2384944,0.6915718,-1.0884527,1.3753695,10048
9.447591,9.035854,8.330872,8.878838,3.312277,7.326989,4.514581,-0.11202334,-1.2458186,0.3925684,10049
9.365585,8.415507,8.709062,8.266083,2.8218522,7.791172,4.453469,-0.19830558,-1.3017029,0.6128876,10051
9.7818165,9.993651,8.038565,9.00666,4.190719,7.7167664,4.61804,1.4696461,0.17903277,3.0401216,10052
9.151177,7.8569245,8.460562,8.806105,2.4530294,7.186483,4.7577767,0.17244248,-0.59741455,0.6963765,10053
9.545722,8.106637,8.914794,8.660409,2.0140662,7.336977,4.2987766,-0.2161561,-0.24342018,0.87786406,10054
9.578613,7.7903504,9.122159,8.773031,1.6263089,6.8888693,4.1303515,-0.33195534,-0.34280726,0.7124907,10055
9.399678,8.064379,8.729144,8.500348,2.163344,7.5392356,4.444915,0.11554145,-0.37642595,0.98550427,10056
9.660399,7.8762774,9.169114,8.803182,1.5155519,6.9155664,4.037926,-0.38688564,-0.24873786,0.8421319,10057
9.58992,7.7736034,9.154925,8.76148,1.5495367,6.910265,4.1112876,-0.40302923,-0.35760698,0.67626446,10058
9.171182,7.930162,8.426863,9.100124,2.744914,7.027926,5.0804157,0.27165222,-0.13968039,1.0391526,10059
9.535923,8.201893,8.891065,8.526564,2.163914,7.495307,4.2872076,-0.17336981,-0.4007103,0.89624727,10060
9.397931,8.355411,8.737662,8.220534,2.5521073,7.82943,4.338275,-0.19998093,-1.1497923,0.63733536,10061
9.575182,9.054568,8.436072,8.539022,2.8076513,7.4766555,3.9221518,0.19136328,-1.4206672,0.9651731,10062
9.099413,7.8473125,8.540771,8.66454,2.6419892,7.152871,4.646176,-0.1013963,-1.281036,0.295585,10063
9.546208,8.767985,8.445073,8.534764,2.6029677,7.0035863,3.7481463,0.87240285,-1.6687566,1.5612338,10065
9.721926,9.250845,8.386251,8.644731,2.6503189,7.020139,3.3833525,0.7209365,-1.7829983,1.5970172,10066
9.862932,9.752664,8.223195,9.113871,3.1984093,7.320162,4.1731906,0.902553,-0.28486425,2.3918455,10067
9.35832,7.846999,8.624809,8.713447,1.7695874,7.3827553,4.6079555,0.30361208,0.062757686,1.2076607,10068
9.349576,8.029478,8.465506,8.808039,1.7726719,7.5160203,4.667228,0.20946662,0.12141597,1.1011094,10069
9.372487,8.007551,8.517162,8.774369,1.713629,7.535356,4.631978,0.17665173,0.15046503,1.1146271,10073
9.357264,7.9844317,8.521667,8.798766,1.7585288,7.4918017,4.6556625,0.15278499,0.10911733,1.0693867,10074
9.75512,9.440568,8.255556,8.852456,2.1712,7.1751566,3.5725646,0.37982798,-2.2766166,1.3012377,10075
