,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,num_statements,statement_spans,english,amr,amr_prolog
513,513,513,513,640,1812,angeln,Eine Angel ist eine Schnur mit einem haken.,1_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Eine 1:=Angel 2:=ist 3:=eine 4:=Schnur 5:=mit 6:=einem 7:=haken.,2,"[[1, 2], [5, 7]]",A fishing rod is a line with a hook.,['# ::snt A fishing rod is a line with a hook.\n(l / line\n      :ARG0-of (h / hook-01)\n      :domain (r / rod\n            :purpose (f / fish-01)))'],"[l, attr-instance, line, attr-arg0_of, [h, attr-instance, hook_01], attr-domain, [r, attr-instance, rod, attr-purpose, [f, attr-instance, fish_01]]]"
514,514,514,514,641,1813,angeln,Man braucht auch einen Köder.,2_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Man 1:=braucht 2:=auch 3:=einen 4:=Köder.,1,,You also need bait.,['# ::snt You also need bait.\n(n / need-01\n      :ARG0 (y / you)\n      :ARG1 (b / bait)\n      :mod (a / also))'],"[n, attr-instance, need_01, attr-arg0, [y, attr-instance, you], attr-arg1, [b, attr-instance, bait], attr-mod, [a, attr-instance, also]]"
515,515,515,515,642,1814,angeln,Der kommt an den Haken.,3_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Der 1:=kommt 2:=an 3:=den 4:=Haken.,1,,He gets caught on the hook.,['# ::snt He gets caught on the hook.\n(c / catch-03\n      :ARG1 (h / he)\n      :ARG2 (h2 / hook))'],"[c, attr-instance, catch_03, attr-arg1, [h, attr-instance, he], attr-arg2, [h2, attr-instance, hook]]"
516,516,516,516,643,1815,angeln,Damit lockt man die Fische an.,4_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Damit 1:=lockt 2:=man 3:=die 4:=Fische 5:=an.,1,,This is how you attract the fish.,['# ::snt This is how you attract the fish.\n(t / this\n      :manner-of (a / attract-01\n            :ARG0 (y / you)\n            :ARG1 (f / fish)))'],"[t, attr-instance, this, attr-manner_of, [a, attr-instance, attract_01, attr-arg0, [y, attr-instance, you], attr-arg1, [f, attr-instance, fish]]]"
517,517,517,517,644,1816,angeln,Es gibt verschiedene Arten zu angeln.,5_long,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Es 1:=gibt 2:=verschiedene 3:=Arten 4:=zu 5:=angeln.,1,,There are different ways to fish.,['# ::snt There are different ways to fish.\n(w / way\n      :manner-of (f / fish-01)\n      :ARG1-of (d / differ-02))'],"[w, attr-instance, way, attr-manner_of, [f, attr-instance, fish_01], attr-arg1_of, [d, attr-instance, differ_02]]"
518,518,518,518,649,1821,angeln,Angeln heißt: \newline Fische mit einer Angel-rute fangen.,0_short,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Angeln 1:=heißt: 2:=\newline 3:=Fische 4:=mit 5:=einer 6:=Angel-rute 7:=fangen.,3,"[[0, 1], [3, 7], [4, 6]]",Fishing means: \newline catching fish with a fishing rod.,['# ::snt Fishing means: \\newline catching fish with a fishing rod.\n(m / mean-01\n      :ARG1 (f / fish-01)\n      :ARG2 (c / catch-01\n            :ARG0 (l / line)\n            :ARG1 (f2 / fish-01)\n            :instrument (r / rod\n                  :instrument-of (f3 / fish-01))))'],"[m, attr-instance, mean_01, attr-arg1, [f, attr-instance, fish_01], attr-arg2, [c, attr-instance, catch_01, attr-arg0, [l, attr-instance, line], attr-arg1, [f2, attr-instance, fish_01], attr-instrument, [r, attr-instance, rod, attr-instrument_of, [f3, attr-instance, fish_01]]]]"
519,519,519,519,650,1822,angemessen,Beispiel: \newline Der Preis für die Schuhe ist in Ordnung.,0_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-11-03T09:54:28Z,201e0effb656cbd3bfbc17b944eb536e,0:=Beispiel: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Schuhe 7:=ist 8:=in 9:=Ordnung.,2,"[[4, 6], [7, 8, 9]]",Example: \newline The price for the shoes is fine.,"['# ::snt Example: \\newline The price for the shoes is fine.\n(e / exemplify-01\n      :ARG0 (f / fine-04\n            :ARG1 (t / thing\n                  :ARG2-of (p / price-01\n                        :ARG1 (s / shoe))))\n      :mod (c / company\n            :name (n / name\n                  :op1 ""Newline"")))']","[e, attr-instance, exemplify_01, attr-arg0, [f, attr-instance, fine_04, attr-arg1, [t, attr-instance, thing, attr-arg2_of, [p, attr-instance, price_01, attr-arg1, [s, attr-instance, shoe]]]], attr-mod, [c, attr-instance, company, attr-name, [n, attr-instance, name, attr-op1, ""newline""]]]"
520,520,520,520,651,1823,angemessen,Oder: \newline Der Preis für die Schuhe ist angemessen.,1_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-11-03T09:54:28Z,201e0effb656cbd3bfbc17b944eb536e,0:=Oder: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Schuhe 7:=ist 8:=angemessen.,2,"[[4, 6], [7, 8]]",Or: \newline The price for the shoes is reasonable.,['# ::snt Or: \\newline The price for the shoes is reasonable.\n(o / or\n      :op2 (r / reasonable-02\n            :ARG1 (t / thing\n                  :ARG2-of (p / price-01\n                        :ARG1 (s / shoe)))))'],"[o, attr-instance, or, attr-op2, [r, attr-instance, reasonable_02, attr-arg1, [t, attr-instance, thing, attr-arg2_of, [p, attr-instance, price_01, attr-arg1, [s, attr-instance, shoe]]]]]"
521,521,521,521,652,1825,anglizismus,Angle-zismus sind Wörter.,0_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Angle-zismus 1:=sind 2:=Wörter.,1,,Angle-zism are words.,"['# ::snt Angle-zism are words.\n(w / word-01\n      :ARG1 (a / anger-01\n            :ARG0 (p / political-movement\n                  :name (n / name\n                        :op1 ""Angle-zism""))))']","[w, attr-instance, word_01, attr-arg1, [a, attr-instance, anger_01, attr-arg0, [p, attr-instance, political_movement, attr-name, [n, attr-instance, name, attr-op1, ""angle_zism""]]]]"
522,522,522,522,653,1826,anglizismus,Die Wörter kommen aus der englischen Sprache.,1_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Die 1:=Wörter 2:=kommen 3:=aus 4:=der 5:=englischen 6:=Sprache.,1,,The words come from the English language.,"['# ::snt The words come from the English language.\n(c / come-03\n      :ARG1 (w / word)\n      :ARG2 (l / language\n            :name (n / name\n                  :op1 ""English"")))']","[c, attr-instance, come_03, attr-arg1, [w, attr-instance, word], attr-arg2, [l, attr-instance, language, attr-name, [n, attr-instance, name, attr-op1, ""english""]]]"
523,523,523,523,654,1827,anglizismus,Sie haben die gleiche Bedeutung.,2_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Sie 1:=haben 2:=die 3:=gleiche 4:=Bedeutung.,1,,They have the same meaning.,['# ::snt They have the same meaning.\n(m / mean-01\n      :ARG1 (t / they)\n      :ARG1-of (s / same-01))'],"[m, attr-instance, mean_01, attr-arg1, [t, attr-instance, they], attr-arg1_of, [s, attr-instance, same_01]]"
524,524,524,524,655,1828,anglizismus,Genau wie die englischen Wörter.,3_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Genau 1:=wie 2:=die 3:=englischen 4:=Wörter.,1,,Just like the English words.,"['# ::snt Just like the English words.\n(r / resemble-01\n      :ARG2 (w / word\n            :mod (l / language\n                  :name (n / name\n                        :op1 ""English"")))\n      :mod (j / just))']","[r, attr-instance, resemble_01, attr-arg2, [w, attr-instance, word, attr-mod, [l, attr-instance, language, attr-name, [n, attr-instance, name, attr-op1, ""english""]]], attr-mod, [j, attr-instance, just]]"
525,525,525,525,656,1829,anglizismus,Angle-zismus ist eine Entlehnung.,4_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Angle-zismus 1:=ist 2:=eine 3:=Entlehnung.,1,,Angle-zism is a borrowing.,"['# ::snt Angle-zism is a borrowing.\n(b / borrow-01\n      :domain (p / political-movement\n            :name (n / name\n                  :op1 ""Angle-zism"")))']","[b, attr-instance, borrow_01, attr-domain, [p, attr-instance, political_movement, attr-name, [n, attr-instance, name, attr-op1, ""angle_zism""]]]"
526,526,526,526,657,1830,anglizismus,Wenn es viel Angli-zismus gibt sagt man dazu Denglisch.,5_long,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Wenn 1:=es 2:=viel 3:=Angli-zismus 4:=gibt 5:=sagt 6:=man 7:=dazu 8:=Denglisch.,2,"[[0, 1, 2, 3, 4], [5, 6, 7, 8]]","When there is a lot of Anglicism, it is called Denglisch.","['# ::snt When there is a lot of Anglicism, it is called Denglisch.\n(c / call-01\n      :ARG1 (ii / it)\n      :ARG2 (p / person\n            :name (n / name\n                  :op1 ""Denglisch""))\n      :condition (r / religious-group\n            :name (n2 / name\n                  :op1 ""Anglicism"")\n            :quant (l / lot)))']","[c, attr-instance, call_01, attr-arg1, [ii, attr-instance, it], attr-arg2, [p, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""denglisch""]], attr-condition, [r, attr-instance, religious_group, attr-name, [n2, attr-instance, name, attr-op1, ""anglicism""], attr-quant, [l, attr-instance, lot]]]"
527,527,527,527,658,1831,anglizismus,Beim Anglizismus nimmt man englische Wörter.,0_short,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Beim 1:=Anglizismus 2:=nimmt 3:=man 4:=englische 5:=Wörter.,1,,Anglicisms use English words.,"['# ::snt Anglicisms use English words.\n(u / use-01\n      :ARG0 (r / regional-group\n            :name (n / name\n                  :op1 ""Anglicism""))\n      :ARG1 (w / word\n            :mod (l / language\n                  :name (n2 / name\n                        :op1 ""English""))))']","[u, attr-instance, use_01, attr-arg0, [r, attr-instance, regional_group, attr-name, [n, attr-instance, name, attr-op1, ""anglicism""]], attr-arg1, [w, attr-instance, word, attr-mod, [l, attr-instance, language, attr-name, [n2, attr-instance, name, attr-op1, ""english""]]]]"
528,528,528,528,659,1832,anglizismus,Man bringt die Wörter dann in eine andere Sprache.,1_short,Sprache|Seiten_mit_defekten_Dateilinks,2018-07-04T04:58:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Man 1:=bringt 2:=die 3:=Wörter 4:=dann 5:=in 6:=eine 7:=andere 8:=Sprache.,1,,You then translate the words into another language.,['# ::snt You then translate the words into another language.\n(t / translate-01\n      :ARG0 (y / you)\n      :ARG1 (w / word)\n      :ARG2 (l / language\n            :mod (a / another))\n      :time (t2 / then))'],"[t, attr-instance, translate_01, attr-arg0, [y, attr-instance, you], attr-arg1, [w, attr-instance, word], attr-arg2, [l, attr-instance, language, attr-mod, [a, attr-instance, another]], attr-time, [t2, attr-instance, then]]"
529,529,529,529,661,1834,angriff-in-las-vegas,Der Angriff in der Stadt Las Vegas passiert.,0_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Angriff 2:=in 3:=der 4:=Stadt 5:=Las 6:=Vegas 7:=passiert.,2,"[[4], [5, 6]]",The attack in the city of Las Vegas happens.,"['# ::snt The attack in the city of Las Vegas happens.\n(a / attack-01\n      :location (c / city\n            :name (n / name\n                  :op1 ""Las""\n                  :op2 ""Vegas"")))']","[a, attr-instance, attack_01, attr-location, [c, attr-instance, city, attr-name, [n, attr-instance, name, attr-op1, ""las"", attr-op2, ""vegas""]]]"
530,530,530,530,662,1835,angriff-in-las-vegas,Der Angriff ist ein Massaker gewesen.,1_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Angriff 2:=ist 3:=ein 4:=Massaker 5:=gewesen.,1,,The attack was a massacre.,['# ::snt The attack was a massacre.\n(m / massacre-01\n      :domain (a / attack-01))'],"[m, attr-instance, massacre_01, attr-domain, [a, attr-instance, attack_01]]"
531,531,531,531,663,1836,angriff-in-las-vegas,Am Abend vom 1. Oktober hat der Angriff angefangen.,2_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Am 1:=Abend 2:=vom 3:=1. 4:=Oktober 5:=hat 6:=der 7:=Angriff 8:=angefangen.,2,"[[1], [3, 4]]",The attack began on the evening of October 1st.,['# ::snt The attack began on the evening of October 1st.\n(b / begin-01\n      :ARG1 (a / attack-01)\n      :time (d / date-entity\n            :day 1\n            :month 10\n            :dayperiod (e / evening)))'],"[b, attr-instance, begin_01, attr-arg1, [a, attr-instance, attack_01], attr-time, [d, attr-instance, date_entity, attr-day, 1, attr-month, 10, attr-dayperiod, [e, attr-instance, evening]]]"
532,532,532,532,664,1837,angriff-in-las-vegas,Der Angriff ist auf einem Country-Fest passiert.,3_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Angriff 2:=ist 3:=auf 4:=einem 5:=Country-Fest 6:=passiert.,1,,The attack happened at a country music festival.,['# ::snt The attack happened at a country music festival.\n(a / attack-01\n      :location (f / festival\n            :mod (m / music\n                  :mod (c / country))))'],"[a, attr-instance, attack_01, attr-location, [f, attr-instance, festival, attr-mod, [m, attr-instance, music, attr-mod, [c, attr-instance, country]]]]"
533,533,533,533,665,1838,angriff-in-las-vegas,Stephen Paddock hat auf die Menschen beim Fest geschossen.,4_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Stephen 1:=Paddock 2:=hat 3:=auf 4:=die 5:=Menschen 6:=beim 7:=Fest 8:=geschossen.,2,"[[3, 5], [6, 7]]",Stephen Paddock shot at people at the festival.,"['# ::snt Stephen Paddock shot at people at the festival.\n(s / shoot-02\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""Stephen""\n                  :op2 ""P Paddock""))\n      :ARG2 (p2 / person)\n      :location (f / festival))']","[s, attr-instance, shoot_02, attr-arg0, [p, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""stephen"", attr-op2, ""p, paddock""]], attr-arg2, [p2, attr-instance, person], attr-location, [f, attr-instance, festival]]"
534,534,534,534,667,1840,angriff-in-las-vegas,Stephen Paddock hatte sehr viele Waffen dabei.,6_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Stephen 1:=Paddock 2:=hatte 3:=sehr 4:=viele 5:=Waffen 6:=dabei.,1,,Stephen Paddock had a lot of weapons with him.,"['# ::snt Stephen Paddock had a lot of weapons with him.\n(h / have-03\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""Stephen""\n                  :op2 ""P Paddock""))\n      :ARG1 (w / weapon\n            :quant (l / lot))\n      :accompanier p)']","[h, attr-instance, have_03, attr-arg0, [p, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""stephen"", attr-op2, ""p, paddock""]], attr-arg1, [w, attr-instance, weapon, attr-quant, [l, attr-instance, lot]], attr-accompanier, p]"
535,535,535,535,668,1841,angriff-in-las-vegas,Er hatte bei seinem Angriff über 20 Waffen dabei.,7_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Er 1:=hatte 2:=bei 3:=seinem 4:=Angriff 5:=über 6:=20 7:=Waffen 8:=dabei.,3,"[[0, 1, 7, 8], [5, 6, 7], [2, 3, 4, 8]]",He had over 20 weapons with him during his attack.,['# ::snt He had over 20 weapons with him during his attack.\n(h / have-03\n      :ARG0 (h2 / he)\n      :ARG1 (w / weapon\n            :quant (o / over\n                  :op1 20))\n      :time (a / attack-01\n            :ARG0 h2))'],"[h, attr-instance, have_03, attr-arg0, [h2, attr-instance, he], attr-arg1, [w, attr-instance, weapon, attr-quant, [o, attr-instance, over, attr-op1, 20]], attr-time, [a, attr-instance, attack_01, attr-arg0, h2]]"
536,536,536,536,669,1842,angriff-in-las-vegas,Die Waffen hatte er in seinem Hotel-zimmer.,8_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Die 1:=Waffen 2:=hatte 3:=er 4:=in 5:=seinem 6:=Hotel-zimmer.,1,,He had the weapons in his hotel room.,['# ::snt He had the weapons in his hotel room.\n(h / have-03\n      :ARG0 (h2 / he)\n      :ARG1 (w / weapon)\n      :location (r / room\n            :mod (h3 / hotel)\n            :poss h2))'],"[h, attr-instance, have_03, attr-arg0, [h2, attr-instance, he], attr-arg1, [w, attr-instance, weapon], attr-location, [r, attr-instance, room, attr-mod, [h3, attr-instance, hotel], attr-poss, h2]]"
537,537,537,537,671,1844,angriff-in-las-vegas,Im Auto hatte er auch Sprengstoff.,10_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Im 1:=Auto 2:=hatte 3:=er 4:=auch 5:=Sprengstoff.,1,,He also had explosives in the car.,['# ::snt He also had explosives in the car.\n(h / have-03\n      :ARG0 (h2 / he)\n      :ARG1 (e / explosive)\n      :location (c / car)\n      :mod (a / also))'],"[h, attr-instance, have_03, attr-arg0, [h2, attr-instance, he], attr-arg1, [e, attr-instance, explosive], attr-location, [c, attr-instance, car], attr-mod, [a, attr-instance, also]]"
538,538,538,538,672,1845,angriff-in-las-vegas,Stephen Paddock hat 58 Menschen getötet.,11_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Stephen 1:=Paddock 2:=hat 3:=58 4:=Menschen 5:=getötet.,1,,Stephen Paddock killed 58 people.,"['# ::snt Stephen Paddock killed 58 people.\n(k / kill-01\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""Stephen""\n                  :op2 ""P Paddock""))\n      :ARG1 (p2 / person\n            :quant 58))']","[k, attr-instance, kill_01, attr-arg0, [p, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""stephen"", attr-op2, ""p, paddock""]], attr-arg1, [p2, attr-instance, person, attr-quant, 58]]"
539,539,539,539,673,1846,angriff-in-las-vegas,Und er hat über 500 Menschen verletzt.,12_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=er 2:=hat 3:=über 4:=500 5:=Menschen 6:=verletzt.,1,,And he injured over 500 people.,['# ::snt And he injured over 500 people.\n(a / and\n      :op2 (ii / injure-01\n            :ARG0 (h / he)\n            :ARG1 (p / person\n                  :quant (o / over\n                        :op1 500))))'],"[a, attr-instance, and, attr-op2, [ii, attr-instance, injure_01, attr-arg0, [h, attr-instance, he], attr-arg1, [p, attr-instance, person, attr-quant, [o, attr-instance, over, attr-op1, 500]]]]"
540,540,540,540,674,1847,angriff-in-las-vegas,Stephen Paddock hat den Angriff vorher geplant.,13_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Stephen 1:=Paddock 2:=hat 3:=den 4:=Angriff 5:=vorher 6:=geplant.,1,,Stephen Paddock planned the attack in advance.,"['# ::snt Stephen Paddock planned the attack in advance.\n(p / plan-01\n      :ARG0 (p2 / person\n            :name (n / name\n                  :op1 ""Stephen""\n                  :op2 ""P Paddock""))\n      :ARG1 (a / attack-01)\n      :ARG1-of (ii / in-advance-04))']","[p, attr-instance, plan_01, attr-arg0, [p2, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""stephen"", attr-op2, ""p, paddock""]], attr-arg1, [a, attr-instance, attack_01], attr-arg1_of, [ii, attr-instance, in_advance_04]]"
541,541,541,541,675,1848,angriff-in-las-vegas,Vor dem Hotel-zimmer hat er Über-wachungs-kameras angebracht.,14_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Vor 1:=dem 2:=Hotel-zimmer 3:=hat 4:=er 5:=Über-wachungs-kameras 6:=angebracht.,2,"[[0, 2], [3, 4, 5, 6]]",He has installed surveillance cameras in front of the hotel room.,['# ::snt He has installed surveillance cameras in front of the hotel room.\n(ii / install-01\n      :ARG0 (h / he)\n      :ARG1 (c / camera\n            :ARG0-of (s / surveil-01))\n      :location (ii2 / in-front-of\n            :op1 (r / room\n                  :part-of (h2 / hotel))))'],"[ii, attr-instance, install_01, attr-arg0, [h, attr-instance, he], attr-arg1, [c, attr-instance, camera, attr-arg0_of, [s, attr-instance, surveil_01]], attr-location, [ii2, attr-instance, in_front_of, attr-op1, [r, attr-instance, room, attr-part_of, [h2, attr-instance, hotel]]]]"
542,542,542,542,676,1849,angriff-in-las-vegas,"Er wollte beobachten, ob jemand zu seinem Hotel-zimmer kommt.",15_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Er 1:=wollte 2:=beobachten, 3:=ob 4:=jemand 5:=zu 6:=seinem 7:=Hotel-zimmer 8:=kommt.",3,"[[0, 1, 2], [3, 4, 8], [5, 6, 7]]",He wanted to see if anyone was coming to his hotel room.,['# ::snt He wanted to see if anyone was coming to his hotel room.\n(w / want-01\n      :ARG0 (h / he)\n      :ARG1 (s / see-01\n            :ARG0 h\n            :ARG1 (c / come-01\n                  :ARG1 (a / anyone)\n                  :ARG4 (r / room\n                        :mod (h2 / hotel)\n                        :poss h))))'],"[w, attr-instance, want_01, attr-arg0, [h, attr-instance, he], attr-arg1, [s, attr-instance, see_01, attr-arg0, h, attr-arg1, [c, attr-instance, come_01, attr-arg1, [a, attr-instance, anyone], attr-arg4, [r, attr-instance, room, attr-mod, [h2, attr-instance, hotel], attr-poss, h]]]]"
543,543,543,543,677,1850,angriff-in-las-vegas,Stephen Paddock wollte sehr viele Menschen töten.,16_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Stephen 1:=Paddock 2:=wollte 3:=sehr 4:=viele 5:=Menschen 6:=töten.,1,,Stephen Paddock wanted to kill a lot of people.,"['# ::snt Stephen Paddock wanted to kill a lot of people.\n(w / want-01\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""Stephen""\n                  :op2 ""P Paddock""))\n      :ARG1 (k / kill-01\n            :ARG0 p\n            :ARG1 (p2 / person\n                  :quant (l / lot))))']","[w, attr-instance, want_01, attr-arg0, [p, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""stephen"", attr-op2, ""p, paddock""]], attr-arg1, [k, attr-instance, kill_01, attr-arg0, p, attr-arg1, [p2, attr-instance, person, attr-quant, [l, attr-instance, lot]]]]"
544,544,544,544,678,1851,angriff-in-las-vegas,Der Angriff war um 23:20 Uhr in der Nacht zu Ende.,17_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Angriff 2:=war 3:=um 4:=23:20 5:=Uhr 6:=in 7:=der 8:=Nacht 9:=zu 10:=Ende.,2,"[[3, 4, 5], [6, 8]]",The attack ended at 11:20 p.m.,"['# ::snt The attack ended at 11:20 p.m.\n(e / end-01\n      :ARG1 (a / attack-01)\n      :time (d / date-entity\n            :time ""11:20""))']","[e, attr-instance, end_01, attr-arg1, [a, attr-instance, attack_01], attr-time, [d, attr-instance, date_entity, attr-time, ""11attr-20""]]"
545,545,545,545,679,1852,angriff-in-las-vegas,Spezial-polizei hat das Hotel-zimmer von Stephen Paddock aufgebrochen.,18_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Spezial-polizei 1:=hat 2:=das 3:=Hotel-zimmer 4:=von 5:=Stephen 6:=Paddock 7:=aufgebrochen.,2,"[[0, 1, 7], [4, 5, 6]]",Special police broke into Stephen Paddock’s hotel room.,"['# ::snt Special police broke into Stephen Paddock’s hotel room.\n(b / break-02\n      :ARG0 (p / police\n            :ARG1-of (s / special-02))\n      :ARG1 (r / room\n            :mod (h / hotel)\n            :poss (p2 / person\n                  :name (n / name\n                        :op1 ""Stephen""\n                        :op2 ""P Paddock""))))']","[b, attr-instance, break_02, attr-arg0, [p, attr-instance, police, attr-arg1_of, [s, attr-instance, special_02]], attr-arg1, [r, attr-instance, room, attr-mod, [h, attr-instance, hotel], attr-poss, [p2, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""stephen"", attr-op2, ""p, paddock""]]]]"
546,546,546,546,680,1853,angriff-in-las-vegas,Stephen Paddock ist bereits tot gewesen.,19_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Stephen 1:=Paddock 2:=ist 3:=bereits 4:=tot 5:=gewesen.,1,,Stephen Paddock was already dead.,"['# ::snt Stephen Paddock was already dead.\n(d / die-01\n      :ARG1 (p / person\n            :name (n / name\n                  :op1 ""Stephen""\n                  :op2 ""P Paddock""))\n      :time (a / already))']","[d, attr-instance, die_01, attr-arg1, [p, attr-instance, person, attr-name, [n, attr-instance, name, attr-op1, ""stephen"", attr-op2, ""p, paddock""]], attr-time, [a, attr-instance, already]]"
